,m2858,m260,m1196,m1210,m480,m2028,m589,m2571,m1270,m593,m1580,m1198,m608,m2762,m110,m2396,m1197,m527,m1617,m1265,m1097,m2628,m2997,m318,m858,m356,m2716,m296,m1240,m1,m1214,m2916,m457,m3578,m1200,m541,m2987,m1259,m50,m34,m2791,m780,m3175,m1193,m919,m924,m1127,m2355,m1387,m1221,m912,m1036,m1213,m1610,m377,m1291,m2000,m1136,m3114,m1307,m1704,m1721,m1968,m648,m2599,m32,m3793,m2174,m2797,m2918,m2291,m2959,m3471,m590,m1374,m1394,m2683,m592,m1784,m1573,m1304,m3418,m223,m380,m2706,m1225,m1584,m1527,m3481,m1923,m750,m2699,m39,m21,m1393,m2804,m588,m2406,m1220,m733
u447,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
u4470,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,,5.0,5.0,,4.0,5.0,,5.0,4.0,5.0,,5.0,,,,,5.0,5.0,5.0,4.0,5.0,,5.0,,3.0,5.0,,,,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,5.0,5.0,,,4.0,3.0,,4.0,,,4.0,5.0,5.0,5.0,3.0,,,4.0,,4.0,,5.0,,,5.0,3.0,,,,3.0,,,5.0,,,3.0,5.0,4.0
u4471,5.0,4.0,4.0,,3.0,5.0,,,,3.0,,3.0,5.0,4.0,,,5.0,5.0,4.0,4.0,3.0,,4.0,5.0,5.0,,3.0,5.0,,,,4.0,3.0,,,,,3.0,5.0,,4.0,,,4.0,3.0,,,,3.0,5.0,5.0,3.0,,4.0,,,,4.0,,4.0,4.0,,4.0,,,,,,3.0,3.0,,,,,,4.0,,,,,4.0,,,,,4.0,,,3.0,4.0,5.0,,,,4.0,5.0,,3.0,,
u4472,,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,3.0,,,3.0,4.0,3.0,3.0,,,5.0,4.0,2.0,1.0,5.0,,4.0,3.0,4.0,5.0,5.0,5.0,3.0,,2.0,3.0,,5.0,2.0,,4.0,4.0,4.0,,4.0,5.0,,5.0,3.0,4.0,4.0,2.0,4.0,,,4.0,,5.0,3.0,2.0,,,4.0,2.0,3.0,,4.0,3.0,,5.0,5.0,,1.0,4.0,,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,,2.0,,,,,3.0,,,4.0,,5.0
u4473,,3.0,3.0,3.0,4.0,,,,5.0,5.0,,5.0,4.0,5.0,,,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,,,4.0,4.0,,4.0,,,4.0,5.0,,,5.0,4.0,,3.0,,4.0,,,,5.0,,,4.0,,,2.0,,4.0,,,,2.0,,2.0,,3.0,4.0,,4.0,,,,,4.0,3.0,2.0,,,4.0,,,3.0,4.0,5.0,,4.0,4.0,5.0,3.0,,4.0,,4.0,,4.0,3.0,3.0,4.0
u4474,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,4.0,,,,,5.0,,,,,,5.0,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4475,,5.0,,5.0,5.0,4.0,5.0,,4.0,,5.0,,,,,,,,5.0,4.0,,4.0,,5.0,,,,,,,,4.0,,,,,,,5.0,,,2.0,3.0,,,,,,,,,,,,,,,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,
u4476,5.0,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,,2.0,,5.0,,,5.0,3.0,3.0,,3.0,2.0,,5.0,,,,,,,,4.0,1.0,,,2.0,,,,,,,,3.0,,5.0,5.0,,,,,4.0,,5.0,,,,,5.0,,,,,,,,5.0,1.0,,,,,,4.0,,1.0,5.0,,,,1.0,3.0,,3.0,,,,3.0,4.0,,,,1.0,,,,,,,,
u4477,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,5.0,4.0,3.0,,,4.0,,,3.0,,4.0,,,,,5.0,,,,,3.0,,4.0,,,5.0,,,3.0,,,,,3.0,,,,,4.0,,5.0,4.0,4.0,4.0,,,,,,,,2.0,,3.0,,,,,,4.0,,2.0,,2.0,,,3.0,,,,4.0,,,,,,,,,,,,,,4.0,,
u4478,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,,5.0,3.0,3.0,,3.0,3.0,3.0,4.0,,4.0,3.0,,5.0,3.0,,4.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,,,3.0,4.0,4.0,3.0,,,,4.0,3.0,,,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,,,4.0,,,2.0
u4479,,5.0,4.0,,,4.0,,3.0,,,,4.0,,,,,,,,,,,,,4.0,,,,4.0,,4.0,,4.0,,3.0,,,,,,,,,,5.0,,,,4.0,3.0,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,
u448,,,,,,5.0,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
u4480,5.0,5.0,5.0,3.0,,5.0,,4.0,,4.0,2.0,4.0,5.0,,2.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,,3.0,,,,3.0,4.0,5.0,2.0,5.0,1.0,,5.0,,5.0,,,3.0,5.0,,4.0,3.0,,2.0,,3.0,5.0,,1.0,3.0,3.0,3.0,,4.0,3.0,,3.0,3.0,4.0,,,4.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,,5.0,,3.0,4.0,2.0,,,4.0,,1.0,,4.0,3.0,3.0,3.0,3.0,4.0,2.0
u4481,4.0,5.0,,,4.0,5.0,4.0,4.0,4.0,5.0,2.0,,2.0,4.0,,4.0,4.0,,,,,4.0,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0
u4482,4.0,4.0,4.0,4.0,3.0,5.0,4.0,,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,5.0,5.0,5.0,3.0,5.0,,4.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,1.0,,4.0,,1.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,,5.0,5.0,3.0,,,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,,5.0,3.0,,4.0,4.0,4.0,4.0,,,4.0,3.0,5.0,,4.0,4.0,,,2.0,2.0,,,5.0,5.0,3.0,4.0,,4.0,3.0,4.0,,3.0,,5.0,,4.0,4.0,5.0,4.0,3.0,4.0,4.0
u4483,4.0,,3.0,,,4.0,,,,,,,,,5.0,3.0,5.0,,,4.0,4.0,,,5.0,5.0,4.0,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,3.0,,3.0,,4.0,,,,3.0,4.0,3.0,,,,,,,,2.0,,3.0,,,,,2.0,3.0,,,3.0,,3.0,,,,,,,,,3.0,3.0,3.0,4.0,,,,
u4484,5.0,5.0,5.0,5.0,3.0,,,5.0,5.0,,,5.0,,,,5.0,5.0,,,5.0,5.0,,,,,4.0,4.0,3.0,,,,,,,,5.0,4.0,5.0,,,4.0,,4.0,5.0,5.0,,,,,,5.0,,,,,,,4.0,,5.0,5.0,,3.0,,,,4.0,5.0,5.0,5.0,5.0,,5.0,,5.0,4.0,1.0,5.0,,,,5.0,,,,5.0,,,4.0,,,,,,,5.0,,,5.0,
u4485,5.0,,,,2.0,,3.0,5.0,3.0,5.0,4.0,,,4.0,,,,,5.0,3.0,,2.0,5.0,,,,,,,,,3.0,4.0,,,,,,5.0,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,4.0,3.0,,,,,,,,,,,,,,1.0,,5.0,,,4.0,,,4.0,,,,,4.0,3.0,3.0,,4.0,,,1.0
u4486,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4487,,,,,,5.0,3.0,,,4.0,4.0,,,,5.0,,,,,,,5.0,,,,,,,,,,3.0,4.0,5.0,,,,,,,,5.0,,,,,,,4.0,,,,,4.0,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,4.0
u4488,,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,,,5.0,,4.0,,3.0,,,1.0,,,5.0,,3.0,,4.0,,4.0,3.0,3.0,,4.0,,,,,,,,,,,3.0,,,5.0,5.0,,4.0,,4.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,5.0,4.0,,,3.0,,1.0,4.0,3.0,,3.0,,,,,,,,2.0,,3.0,,,,4.0,4.0,2.0
u4489,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,4.0,5.0,,5.0,3.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0,,5.0,4.0,5.0,4.0,4.0,,,,,4.0,4.0,5.0,,,5.0,,5.0,4.0,,5.0,,5.0,4.0,4.0,4.0,5.0,,5.0,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,4.0,5.0,4.0,,5.0,5.0,4.0,5.0,3.0
u449,,5.0,,,,,,,,,,,,,5.0,,,,,,5.0,4.0,,,,,3.0,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4490,5.0,4.0,3.0,,3.0,4.0,4.0,5.0,,5.0,3.0,,4.0,5.0,4.0,,,3.0,5.0,,4.0,2.0,3.0,,5.0,4.0,4.0,,4.0,,5.0,4.0,4.0,,5.0,4.0,5.0,,5.0,,,2.0,2.0,,5.0,5.0,5.0,3.0,,,5.0,3.0,,4.0,,,,,,,,,,,,3.0,,5.0,4.0,,,3.0,4.0,5.0,,,2.0,,,5.0,5.0,,5.0,,2.0,,,5.0,,,4.0,2.0,,,,,,,4.0,
u4491,,,,,5.0,5.0,4.0,5.0,5.0,,5.0,,1.0,5.0,5.0,,,5.0,,1.0,,5.0,,5.0,,1.0,,,,,,5.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,3.0,1.0,,4.0,,,,,,,1.0,,,,,,,,4.0,4.0,,2.0,,4.0,,,5.0,5.0,,,,3.0,3.0,,3.0,,4.0,,,4.0
u4492,5.0,,,,,,,,,,,5.0,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,4.0,,,,,,,,,
u4493,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4494,3.0,5.0,5.0,4.0,4.0,,4.0,,,,4.0,4.0,,,4.0,,4.0,,,,,4.0,,,3.0,,,5.0,,,5.0,5.0,4.0,,4.0,5.0,,,5.0,,,,,4.0,,,,,3.0,,5.0,4.0,,4.0,,4.0,4.0,4.0,,,,,5.0,,,,,,,,,,,,,3.0,,4.0,,,5.0,4.0,,,,,,,,,,,,4.0,,,,,4.0,
u4495,,5.0,5.0,,,,5.0,5.0,,5.0,,,,,,,5.0,,,,4.0,,5.0,,5.0,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,4.0,,,,,
u4496,5.0,,,,,,4.0,4.0,,5.0,,,5.0,5.0,,2.0,,,4.0,,4.0,,,,,4.0,3.0,,,,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,3.0,,,5.0,,,,,,3.0,,,3.0,,,,,,,5.0,,4.0,,,,4.0,4.0,5.0,,,,,,,3.0,2.0,,,,,,,,4.0,,,3.0,,,,,,,,
u4497,5.0,5.0,4.0,4.0,,,,5.0,4.0,5.0,,5.0,5.0,5.0,,5.0,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,3.0,4.0,,5.0,4.0,5.0,,4.0,5.0,,,,4.0,,5.0,5.0,1.0,,4.0,4.0,,5.0,,4.0,,4.0,4.0,,,,,,,,5.0,,,,,,,1.0,5.0,,,,5.0,4.0,,,,,,,,4.0,,,,,,5.0,,,,,,,,
u4498,3.0,,,,3.0,5.0,,2.0,5.0,,4.0,,,5.0,5.0,5.0,,5.0,,,,2.0,4.0,,,5.0,5.0,,,,,,4.0,4.0,,,4.0,,,,,2.0,4.0,,,,2.0,4.0,,,,,,4.0,3.0,3.0,,,,,,,,3.0,,,,,,,,,,3.0,,,1.0,,,2.0,,3.0,,4.0,,,,,3.0,,,1.0,,5.0,,,,,,
u4499,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,,5.0,,,5.0,4.0,,4.0,,5.0,4.0,,,4.0,5.0,5.0,,5.0,,5.0,,,,,4.0,,,5.0,,,5.0,,,3.0,,,,4.0,,,,,5.0,5.0,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,5.0,,3.0,,,,,,,
u45,3.0,,,,,,,,5.0,,4.0,,,,,3.0,3.0,1.0,,4.0,,,2.0,,,,5.0,,,4.0,,,,,,,,,,1.0,3.0,,5.0,,,,,1.0,,,,,,,3.0,,,,4.0,3.0,,,3.0,,3.0,,,3.0,,3.0,,,,,,,,,4.0,,3.0,,,,,,,,,1.0,,,5.0,,,,3.0,3.0,,
u450,,5.0,,,,4.0,,,5.0,,3.0,5.0,5.0,,,,,4.0,,,4.0,,,5.0,,,,,,,4.0,,4.0,,,,3.0,,,,4.0,,,4.0,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,,,,
u4500,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4501,5.0,5.0,5.0,5.0,,,5.0,5.0,3.0,,4.0,5.0,,,,,4.0,,,,4.0,,,,4.0,,5.0,,4.0,,,3.0,4.0,,3.0,5.0,,,,,,,3.0,,,4.0,,,,,5.0,3.0,,,,4.0,4.0,,,,,,,,,4.0,4.0,4.0,,5.0,,,5.0,,5.0,4.0,,,,,,,,,,,2.0,,,,3.0,,,,,4.0,,,,
u4502,4.0,4.0,4.0,4.0,,,,,4.0,5.0,,,5.0,,5.0,3.0,,4.0,4.0,,4.0,3.0,4.0,5.0,5.0,,4.0,3.0,4.0,4.0,4.0,,,,4.0,4.0,,4.0,,,4.0,,,4.0,4.0,3.0,,,3.0,4.0,4.0,4.0,4.0,,,,4.0,,,,5.0,,4.0,,,4.0,,4.0,,,4.0,5.0,4.0,5.0,,,4.0,3.0,4.0,,5.0,4.0,4.0,,,,4.0,,,,,3.0,4.0,,4.0,,,,4.0,
u4503,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,3.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
u4504,,5.0,,,,,,,,4.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4505,3.0,,4.0,3.0,5.0,5.0,4.0,4.0,,5.0,4.0,,5.0,5.0,5.0,,,,,4.0,5.0,,,5.0,5.0,5.0,4.0,,4.0,,5.0,4.0,5.0,,,,,,,,,4.0,,5.0,,,4.0,,,5.0,,4.0,3.0,5.0,5.0,,,,,5.0,5.0,5.0,,4.0,,,,5.0,4.0,,,,5.0,5.0,,,,,,4.0,,4.0,,,,,,,,,,,,4.0,,,,5.0,,4.0
u4506,4.0,5.0,5.0,4.0,,5.0,4.0,4.0,4.0,5.0,,5.0,,,,5.0,4.0,5.0,,4.0,4.0,,3.0,5.0,5.0,,4.0,,5.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,,4.0,,,,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,,,4.0,2.0,5.0,,4.0,4.0,,3.0,,,,4.0,5.0,3.0,5.0,,,5.0,,3.0,5.0,,4.0,,,5.0,4.0,,,,5.0,,,,,5.0,,,,,5.0,,4.0,4.0,
u4507,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,5.0,4.0,3.0,5.0,5.0,,4.0,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,,,5.0,,5.0,,,3.0,,,5.0,,4.0,,,,,,5.0,,,5.0,4.0,5.0,,,,,,3.0,,,5.0,4.0,4.0,,5.0,5.0,,4.0,,,,4.0,,5.0,,,3.0,,,,,,,,,,,,,,,4.0,5.0,4.0
u4508,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,3.0,2.0,5.0,,5.0,2.0,3.0,5.0,4.0,,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,,3.0,2.0,1.0,4.0,3.0,5.0,3.0,,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,,5.0,2.0,3.0,4.0,2.0
u4509,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,,5.0,3.0,4.0,4.0,5.0,4.0,,5.0,5.0,4.0,3.0,4.0,,,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,,5.0,5.0,3.0,,,,4.0,4.0,,5.0,3.0,5.0,,,5.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,5.0,4.0,,4.0,4.0,4.0,,4.0,1.0,,4.0,4.0,5.0,,2.0,4.0,,,4.0,4.0,4.0,5.0,,4.0,,4.0,,4.0,5.0,2.0,,,4.0,4.0,4.0,,2.0,4.0,4.0,,3.0,3.0,4.0
u451,5.0,5.0,5.0,5.0,,5.0,,,,,,,5.0,5.0,5.0,5.0,,5.0,,,,,4.0,5.0,,,,,,5.0,,,4.0,4.0,,,4.0,4.0,5.0,5.0,,,,5.0,5.0,,,,5.0,,5.0,,4.0,4.0,,,,3.0,3.0,4.0,4.0,,,,,,,,5.0,4.0,4.0,,4.0,,,,,,,,5.0,,4.0,,,5.0,,,,,4.0,,,,4.0,5.0,,,,
u4510,3.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,,,,2.0,3.0,2.0,,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,,3.0,5.0,4.0,,3.0,3.0,3.0,,2.0,,,4.0,3.0,4.0,4.0,,4.0,5.0,3.0,3.0,3.0
u4511,3.0,5.0,5.0,5.0,,,5.0,,,,,5.0,,,,,,,,,,,,,5.0,,,,5.0,,5.0,,,4.0,5.0,,,,,,,,4.0,4.0,,,4.0,,5.0,4.0,,4.0,,,,4.0,5.0,,,,,,,,,,,,,,,3.0,,,5.0,,4.0,5.0,,,5.0,,,,4.0,,,,,,,,,,,,,3.0,5.0,
u4512,3.0,5.0,5.0,4.0,,5.0,4.0,5.0,,,3.0,5.0,1.0,,5.0,,4.0,4.0,,,4.0,,2.0,,5.0,5.0,,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,,,,4.0,,,4.0,,,,,4.0,,3.0,5.0,,,5.0,,,5.0,4.0,2.0,4.0,,,,,,3.0,,4.0,,4.0,5.0,,,,,4.0,3.0,,4.0,3.0,4.0,,,,,,,,4.0,,,,,,3.0,,5.0,,,1.0,4.0
u4513,,,,,,,,,,4.0,3.0,5.0,,4.0,,2.0,,,2.0,,,,,5.0,,,,2.0,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,4.0,,,,,,,,3.0,,,,,,,,4.0,,,,,,,,,,
u4514,5.0,,5.0,,3.0,,4.0,4.0,,5.0,,4.0,4.0,4.0,,,,4.0,3.0,,,,4.0,5.0,,2.0,,5.0,,,4.0,,,5.0,,,4.0,,5.0,,,,,4.0,2.0,,5.0,2.0,5.0,,,,5.0,,,,,4.0,,,,,,,4.0,,5.0,,,,,,,,,3.0,2.0,,,,,,5.0,,4.0,,,,,,,3.0,,,,,,,,
u4515,,4.0,4.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
u4516,5.0,,5.0,,,5.0,,,,5.0,,,5.0,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,5.0,4.0,,,,4.0,,5.0,,,,5.0,,,5.0,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4517,4.0,4.0,4.0,3.0,3.0,3.0,2.0,,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,,5.0,,5.0,4.0,5.0,2.0,4.0,3.0,,3.0,5.0,,,4.0,4.0,4.0,,3.0,3.0,,,4.0,,,5.0,3.0,,,,,,,4.0,3.0,4.0,4.0,3.0,,,5.0,4.0,4.0,,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,,4.0,5.0,4.0,4.0,3.0,,3.0,4.0,,,,5.0,2.0,2.0,4.0,,4.0,4.0,,,5.0,3.0,,,
u4518,5.0,,,,,,,,,5.0,,,5.0,,,5.0,,,5.0,5.0,,4.0,5.0,,,,,5.0,,5.0,,,,,,,5.0,,5.0,,,,,,,,,5.0,4.0,,,,5.0,,,,4.0,,,,,,,,,5.0,5.0,,,,,5.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,
u4519,,,,,,,,,,,,,2.0,,,,,,5.0,,,,,,5.0,,,3.0,,,4.0,,,,,,,,,,5.0,,,,,3.0,5.0,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u452,5.0,,,,5.0,5.0,5.0,5.0,,5.0,4.0,,5.0,,,,,5.0,,,,,,5.0,,5.0,,5.0,,,,5.0,4.0,,,,,,,,4.0,5.0,,,,,,,,,,,5.0,5.0,4.0,,,,,,5.0,5.0,,,,,,,,,3.0,,,5.0,,,,,5.0,5.0,,5.0,,5.0,,,,5.0,,,,,,,,,,,,
u4520,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,,5.0,,,,5.0,5.0,5.0,,4.0,5.0,5.0,,5.0,5.0,5.0,,5.0,4.0,,,4.0,,,3.0,,,,,3.0,,4.0,5.0,,5.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,4.0,,5.0,,,,,4.0,,,4.0,,4.0,4.0,,4.0,,5.0,3.0,,4.0,4.0,,3.0,,,4.0,3.0,,3.0,,,,4.0,,4.0
u4521,5.0,5.0,5.0,5.0,5.0,,,,5.0,5.0,2.0,5.0,5.0,5.0,5.0,,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,4.0,5.0,2.0,,4.0,3.0,,5.0,3.0,4.0,5.0,,5.0,,,5.0,4.0,4.0,,5.0,,,5.0,,,5.0,5.0,,,,,,,5.0,3.0,5.0,,,5.0,3.0,3.0,,,3.0,,4.0,4.0,,5.0,,,,,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,,,,,,,4.0,5.0,,3.0,,
u4522,4.0,,3.0,,,5.0,3.0,,,4.0,,4.0,,,,5.0,5.0,4.0,4.0,4.0,,,4.0,5.0,5.0,,,,3.0,4.0,4.0,3.0,,4.0,4.0,,,,5.0,3.0,,,3.0,,,4.0,,,4.0,4.0,4.0,5.0,,,,,4.0,,3.0,4.0,,,,,4.0,,3.0,,,,,4.0,,,3.0,4.0,,,,,4.0,3.0,,,,,,,3.0,,,,,,,4.0,,,3.0,
u4523,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,5.0,,5.0,,4.0,5.0,4.0,3.0,,5.0,,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,,,3.0,3.0,,5.0,,4.0,3.0,4.0,,,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,,,3.0,,3.0,,4.0,4.0,,4.0,,4.0,,4.0,4.0,5.0,,,5.0,,,4.0,,,4.0,1.0,,4.0,,,,,,1.0,,4.0,,1.0,4.0,4.0,3.0
u4524,1.0,,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,,4.0,,,4.0,5.0,3.0,,5.0,5.0,,4.0,3.0,5.0,5.0,,3.0,4.0,,5.0,,,,,,,4.0,3.0,,4.0,,4.0,4.0,5.0,4.0,,4.0,,,2.0,4.0,4.0,,5.0,,5.0,,5.0,,,,,3.0,4.0,4.0,,,5.0,,5.0,5.0,3.0,4.0,5.0,,,,,3.0,2.0,,4.0,,,,,3.0,4.0,,5.0,4.0,,,,
u4525,,,5.0,,,,,,,,,,,,,,,5.0,,,,3.0,,,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
